,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
40,41,20,RL,84.0,8658,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,1,3,643.0,1,0.0,445.0,1088.0,GasA,5,1,SBrkr,1324,0,0,1324,3,1,3,6,7,1,3,Attchd,2,2.0,440.0,3,3,2,0,138,0,0,0,0,0,GdWo,No_miscFeature,0,12,2006,WD,Abnorml,1,41,41,41,2006-12,0.0,2.0,1,81.69229982764516,2412.0,2140.0,19.085536923187668,3.8003824074571204,3.8003824074571204,3.8003824074571204
41,42,20,RL,115.0,16905,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,4,4,967.0,1,0.0,383.0,1350.0,GasA,4,1,SBrkr,1328,0,0,1328,2,1,3,5,7,2,4,Attchd,2,1.0,308.0,3,3,1,0,104,0,0,0,0,0,No_fence,No_miscFeature,0,7,2007,WD,Normal,1,48,48,48,2007-7,0.5,1.5,1,101.99368522620576,2678.0,2340.5,11.182493960703473,3.9458113327110627,3.9458113327110627,3.9458113327110627
42,43,85,RL,68.39778890556215,9180,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,747.0,2,93.0,0.0,840.0,GasA,4,1,SBrkr,884,0,0,884,2,1,4,5,7,0,0,Attchd,2,2.0,504.0,3,4,2,240,0,0,0,0,0,0,MnPrv,No_miscFeature,0,12,2007,WD,Normal,1,24,24,24,2007-12,1.0,1.0,1,115.61850753389271,1724.0,1514.0,11.182493960703473,3.322092189300348,3.322092189300348,3.322092189300348
43,44,20,RL,41.91017875456695,9200,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,3,2,280.0,4,491.0,167.0,938.0,GasA,3,1,SBrkr,938,0,0,938,3,1,3,5,7,0,0,Detchd,1,1.0,308.0,3,3,2,145,0,0,0,0,0,0,MnPrv,No_miscFeature,0,7,2008,WD,Normal,1,33,28,31,2008-7,1.0,1.0,1,105.19707883610482,1876.0,1641.5,11.182493960703473,3.6032747734935797,3.547266402060136,3.456893228479239
44,45,20,RL,70.0,7945,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,179.0,4,506.0,465.0,1150.0,GasA,5,1,FuseA,1150,0,0,1150,3,1,3,6,7,0,0,Attchd,2,1.0,300.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,5,2006,WD,Normal,1,47,47,47,2006-5,1.0,1.0,1,87.70031401947949,2300.0,2012.5,11.182493960703473,3.9262864339333143,3.9262864339333143,3.9262864339333143
45,46,120,RL,61.0,7658,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,1,6,456.0,1,0.0,1296.0,1752.0,GasA,5,1,SBrkr,1752,0,0,1752,2,1,5,6,7,1,4,Attchd,2,2.0,576.0,3,3,2,196,82,0,0,0,0,0,No_fence,No_miscFeature,0,2,2010,WD,Normal,1,5,5,5,2010-2,1.0,2.0,1,118.02175700351567,3504.0,3066.0,89.01713130052181,2.1654221804855953,2.1654221804855953,2.1654221804855953
46,47,50,RL,48.0,12822,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1351.0,1,0.0,83.0,1434.0,GasA,5,1,SBrkr,1518,631,0,2149,1,1,4,6,7,1,5,Attchd,2,2.0,670.0,3,3,2,168,43,0,0,198,0,0,No_fence,No_miscFeature,0,8,2009,WD,Abnorml,1,6,6,6,2009-8,1.0,1.5,1,139.64031498708553,3583.0,3224.5,32.11545195869231,2.2740088362278477,2.2740088362278477,2.2740088362278477
47,48,20,FV,84.0,11096,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1632.0,1656.0,GasA,5,1,SBrkr,1656,0,0,1656,3,1,4,7,7,0,0,Attchd,2,3.0,826.0,3,3,2,0,146,0,0,0,0,0,No_fence,No_miscFeature,0,7,2007,WD,Normal,1,1,1,1,2007-7,0.0,2.0,1,100.6094710481156,3312.0,2898.0,53.598150033144236,1.551444713932051,1.551444713932051,1.551444713932051
48,49,190,RM,33.0,4456,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,736.0,736.0,GasA,4,1,SBrkr,736,716,0,1452,2,3,3,8,7,0,0,No_garage,0,0.0,0.0,0,0,0,0,0,102,0,0,0,0,No_fence,No_miscFeature,0,6,2009,New,Partial,1,89,1,137,2009-6,0.0,2.0,1,69.32717286798803,2188.0,2004.0,6.38905609893065,4.529565668105476,4.946759890494465,1.551444713932051
49,50,20,RL,66.0,7742,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,763.0,1,0.0,192.0,955.0,GasA,5,1,SBrkr,955,0,0,955,3,1,3,6,7,0,0,Attchd,1,1.0,386.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,1,2007,WD,Normal,1,41,41,41,2007-1,1.0,1.0,1,88.50801867654197,1910.0,1671.25,11.182493960703473,3.8003824074571204,3.8003824074571204,3.8003824074571204
50,51,60,RL,68.21638629308438,13869,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,182.0,1,0.0,612.0,794.0,GasA,4,1,SBrkr,794,676,0,1470,3,1,3,6,7,0,0,Attchd,3,2.0,388.0,3,3,2,0,75,0,0,0,0,0,No_fence,No_miscFeature,0,7,2007,WD,Normal,1,10,10,10,2007-7,0.5,2.0,1,97.81163784800407,2264.0,2065.5,19.085536923187668,2.6187293832937852,2.6187293832937852,2.6187293832937852
51,52,50,RM,52.0,6240,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,1,SBrkr,816,0,360,1176,3,1,3,6,7,1,4,Detchd,1,2.0,528.0,3,3,2,112,0,0,0,0,0,0,MnPrv,Shed,400,9,2006,WD,Normal,1,72,72,21,2006-9,0.0,1.0,1,70.40921049603003,1992.0,1698.0,19.085536923187668,4.327019634964539,3.207543124852647,4.327019634964539
52,53,90,RM,110.0,8472,Grvl,No_alley,1,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,4,2,104.0,6,712.0,0.0,816.0,GasA,3,0,SBrkr,816,0,0,816,2,1,3,5,7,0,0,CarPort,1,2.0,516.0,3,3,2,106,0,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,WD,Normal,1,47,47,47,2010-5,1.0,1.0,1,123.98858169515651,1632.0,1428.0,11.182493960703473,3.9262864339333143,3.9262864339333143,3.9262864339333143
53,54,20,RL,68.0,50271,Pave,No_alley,1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,4,1,SBrkr,1842,0,0,1842,0,1,4,5,7,1,4,Attchd,3,3.0,894.0,3,3,2,857,72,0,0,0,0,0,No_fence,No_miscFeature,0,11,2006,WD,Normal,1,25,19,25,2006-11,2.0,0.5,1,157.2490199073599,3684.0,3223.5,89.01713130052181,3.3575339174760632,3.3575339174760632,3.1231699672459294
54,55,80,RL,60.0,7134,Pave,No_alley,0,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,3,1,SBrkr,1360,0,0,1360,3,1,3,6,6,1,3,Detchd,1,2.0,572.0,3,3,2,0,50,0,0,0,0,0,MnPrv,No_miscFeature,0,2,2007,WD,Normal,1,52,52,45,2007-2,0.0,1.0,1,86.32202834717287,1744.0,1648.0,11.182493960703473,4.020308312622443,3.8860543565330374,4.020308312622443
55,56,20,RL,100.0,10175,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490.0,1,0.0,935.0,1425.0,GasA,4,1,SBrkr,1425,0,0,1425,3,1,3,7,7,1,4,Attchd,2,2.0,576.0,3,3,2,0,0,0,407,0,0,0,No_fence,No_miscFeature,0,7,2008,WD,Normal,1,44,44,44,2008-7,0.0,2.0,1,83.74957507755033,2850.0,2493.75,19.085536923187668,3.865314591310325,3.865314591310325,3.865314591310325
56,57,160,FV,24.0,2645,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649.0,1,0.0,321.0,970.0,GasA,5,1,SBrkr,983,756,0,1739,3,1,4,7,7,0,0,Attchd,3,2.0,480.0,3,3,2,115,0,0,0,0,0,0,No_fence,No_miscFeature,0,8,2009,WD,Abnorml,1,10,9,10,2009-8,1.0,2.5,1,108.9895647604512,2709.0,2466.5,53.598150033144236,2.6187293832937852,2.6187293832937852,2.5430404724093343
57,58,60,RL,89.0,11645,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,860.0,860.0,GasA,5,1,SBrkr,860,860,0,1720,3,1,4,7,7,0,0,Attchd,2,2.0,565.0,3,3,2,0,70,0,0,0,0,0,No_fence,No_miscFeature,0,8,2006,WD,Normal,1,2,2,2,2006-8,0.0,2.5,1,84.47618130534663,2580.0,2365.0,32.11545195869231,1.743668380628679,1.743668380628679,1.743668380628679
58,59,60,RL,66.0,13682,Pave,No_alley,1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1410.0,1410.0,GasA,5,1,SBrkr,1426,1519,0,2945,3,1,4,10,7,1,4,BuiltIn,3,3.0,641.0,3,3,2,192,0,37,0,0,0,0,No_fence,No_miscFeature,0,10,2006,New,Partial,1,0,0,0,2006-10,0.0,3.5,1,116.03286322964503,4355.0,4002.5,147.4131591025766,1.3132616875182228,1.3132616875182228,1.3132616875182228
59,60,20,RL,60.0,7200,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,632.0,1,0.0,148.0,780.0,GasA,5,1,SBrkr,780,0,0,780,2,1,3,4,7,0,0,Detchd,1,1.0,352.0,3,3,2,196,0,0,0,0,0,0,MnPrv,No_miscFeature,0,1,2008,WD,Normal,1,36,36,35,2008-1,0.0,1.0,1,98.18370906776501,1560.0,1365.0,11.182493960703473,3.6818115811532164,3.6563118871588056,3.6818115811532164
60,61,20,RL,63.0,13072,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,5,1,SBrkr,1158,0,0,1158,3,1,4,5,7,0,0,Detchd,1,2.0,576.0,3,3,2,0,50,0,0,0,0,0,No_fence,No_miscFeature,0,5,2006,New,Partial,1,2,2,0,2006-5,1.0,1.5,1,111.12422361802568,2316.0,2026.5,19.085536923187668,1.743668380628679,1.3132616875182228,1.743668380628679
61,62,75,RM,60.0,7200,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,530.0,530.0,GasA,3,0,SBrkr,581,530,0,1111,3,1,2,6,7,0,0,Detchd,1,1.0,288.0,3,3,0,0,0,144,0,0,0,0,No_fence,No_miscFeature,0,3,2007,WD,Normal,1,87,11,72,2007-3,0.0,1.0,1,59.61023920179842,1641.0,1508.5,11.182493960703473,4.507758900519438,4.327019634964539,2.6890903828778803
62,63,120,RL,44.0,6442,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24.0,1,0.0,1346.0,1370.0,GasA,5,1,SBrkr,1370,0,0,1370,2,1,4,6,7,1,4,Attchd,2,2.0,484.0,3,3,2,120,49,0,0,0,0,0,No_fence,No_miscFeature,0,10,2007,WD,Normal,1,1,1,1,2007-10,0.0,2.0,1,101.75883694565889,2740.0,2397.5,53.598150033144236,1.551444713932051,1.551444713932051,1.551444713932051
63,64,70,RM,50.0,10300,Pave,No_alley,1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,1,SBrkr,902,808,0,1710,3,1,3,9,7,0,0,Detchd,1,2.0,480.0,3,3,2,12,11,64,0,0,0,0,GdPrv,No_miscFeature,0,4,2010,WD,Normal,1,89,89,20,2010-4,0.0,2.0,1,66.75734379833504,2286.0,2142.0,32.11545195869231,4.529565668105476,3.1662461359435077,4.529565668105476
64,65,60,RL,62.2693204152439,9375,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739.0,1,0.0,318.0,1057.0,GasA,5,1,SBrkr,1057,977,0,2034,3,1,4,8,7,0,0,Attchd,2,2.0,645.0,3,3,2,576,36,0,0,0,0,0,GdPrv,No_miscFeature,0,2,2009,WD,Normal,1,12,11,11,2009-2,1.0,2.5,1,111.3965211607961,3091.0,2826.75,32.11545195869231,2.7548244825834693,2.6890903828778803,2.6890903828778803
65,66,60,RL,76.0,9591,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1143.0,1143.0,GasA,5,1,SBrkr,1143,1330,0,2473,4,1,4,9,7,1,4,BuiltIn,2,3.0,852.0,3,3,2,192,151,0,0,0,0,0,No_fence,No_miscFeature,0,10,2007,WD,Normal,1,3,2,3,2007-10,0.0,2.5,1,109.15543566506602,3616.0,3330.25,53.598150033144236,1.904832441554448,1.904832441554448,1.743668380628679
66,67,20,RL,80.6285821257783,19900,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912.0,1,0.0,1035.0,1947.0,GasA,3,1,SBrkr,2207,0,0,2207,3,1,3,7,6,1,4,Attchd,2,2.0,576.0,3,3,2,301,0,0,0,0,0,0,No_fence,No_miscFeature,0,7,2010,WD,Normal,1,40,21,40,2010-7,1.0,2.0,1,123.78392493598076,4154.0,3667.25,32.11545195869231,3.7777663630955423,3.7777663630955423,3.207543124852647
67,68,20,RL,72.0,10665,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,5,1,SBrkr,1479,0,0,1479,3,1,4,7,7,0,0,Attchd,2,2.0,558.0,3,3,2,144,29,0,0,0,0,0,No_fence,No_miscFeature,0,6,2007,WD,Normal,1,4,4,4,2007-6,1.0,2.0,1,123.69251129977685,2932.0,2568.75,32.11545195869231,2.0435917781858577,2.0435917781858577,2.0435917781858577
68,69,30,RM,47.0,4608,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,1,SBrkr,747,0,0,747,2,1,3,4,7,0,0,Attchd,1,1.0,220.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2010,WD,Normal,1,65,65,65,2010-6,0.0,1.0,1,69.48273126873201,1494.0,1307.25,6.38905609893065,4.230015274867202,4.230015274867202,4.230015274867202
69,70,50,RL,81.0,15593,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,4,603.0,1,0.0,701.0,1304.0,GasW,3,1,SBrkr,1304,983,0,2287,3,1,3,7,7,1,3,Attchd,3,2.0,667.0,3,3,2,0,21,114,0,0,0,0,No_fence,No_miscFeature,0,7,2006,WD,Normal,1,53,53,53,2006-7,0.0,2.0,1,85.2787790755752,3591.0,3265.0,32.11545195869231,4.038096589601075,4.038096589601075,4.038096589601075
70,71,20,RL,95.0,13651,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880.0,1,0.0,343.0,2223.0,GasA,5,1,SBrkr,2223,0,0,2223,3,1,3,8,7,2,4,Attchd,3,2.0,516.0,3,3,2,300,0,0,0,0,0,0,No_fence,No_miscFeature,0,2,2007,WD,Normal,1,34,34,34,2007-2,1.0,2.0,1,133.97045214971922,4446.0,3890.25,32.11545195869231,3.6301449060506736,3.6301449060506736,3.6301449060506736
71,72,20,RL,69.0,7599,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,565.0,1,0.0,280.0,845.0,GasA,3,1,SBrkr,845,0,0,845,2,1,3,4,7,0,0,Detchd,1,2.0,360.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2007,WD,Normal,1,25,1,20,2007-6,1.0,1.0,1,88.8033512080666,1690.0,1478.75,6.38905609893065,3.3575339174760632,3.1662461359435077,1.551444713932051
72,73,60,RL,74.0,10141,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0.0,1,0.0,832.0,832.0,GasA,4,1,SBrkr,885,833,0,1718,3,1,3,7,7,1,3,Attchd,3,2.0,427.0,3,3,2,0,94,0,0,291,0,0,No_fence,No_miscFeature,0,12,2009,WD,Normal,1,11,11,11,2009-12,0.0,2.5,1,84.06292052708554,2550.0,2342.0,32.11545195869231,2.6890903828778803,2.6890903828778803,2.6890903828778803
73,74,20,RL,85.0,10200,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320.0,4,362.0,404.0,1086.0,GasA,4,1,SBrkr,1086,0,0,1086,3,1,3,6,7,0,0,Attchd,1,2.0,490.0,3,3,2,0,0,0,0,0,0,0,GdWo,No_miscFeature,0,5,2010,WD,Normal,1,56,7,21,2010-5,1.0,1.0,1,88.63859535798521,2172.0,1900.5,11.182493960703473,4.089638201802642,3.207543124852647,2.3719508656009087
74,75,50,RM,60.0,5790,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,1,0.0,1,0.0,840.0,840.0,GasA,4,0,SBrkr,840,765,0,1605,3,2,3,8,7,0,0,Detchd,1,1.0,379.0,3,3,2,0,0,202,0,0,0,0,No_fence,No_miscFeature,0,5,2010,WD,Normal,1,95,95,95,2010-5,0.0,2.0,1,57.24402910977006,2445.0,2235.0,3.481689070338065,4.592270155512699,4.592270155512699,4.592270155512699
75,76,180,RM,21.0,1596,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,462.0,1,0.0,0.0,462.0,GasA,3,1,SBrkr,526,462,0,988,2,1,3,5,7,0,0,BuiltIn,1,1.0,297.0,3,3,2,120,101,0,0,0,0,0,GdWo,No_miscFeature,0,11,2009,WD,Normal,1,36,36,36,2009-11,1.0,1.0,1,116.61681402763844,1450.0,1334.5,6.38905609893065,3.6818115811532164,3.6818115811532164,3.6818115811532164
76,77,20,RL,34.79523102453881,8475,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0.0,724.0,952.0,GasA,5,1,FuseA,952,0,0,952,2,1,3,4,7,0,0,Detchd,1,1.0,283.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2008,WD,Normal,1,52,52,52,2008-4,0.0,1.0,1,78.59735227842441,1904.0,1666.0,6.38905609893065,4.020308312622443,4.020308312622443,4.020308312622443
77,78,50,RM,50.0,8635,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,336.0,6,41.0,295.0,672.0,GasA,3,1,SBrkr,1072,213,0,1285,2,1,3,6,6,0,0,Detchd,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,1,2008,WD,Normal,1,60,7,60,2008-1,1.0,1.0,1,80.12741388516704,1957.0,1789.0,11.182493960703473,4.154471520278726,4.154471520278726,2.3719508656009087
78,79,90,RL,72.0,10778,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,3,0,SBrkr,1768,0,0,1768,4,2,3,8,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2010,WD,Normal,1,42,42,138,2010-4,0.0,2.0,1,78.52078178867774,3536.0,3094.0,6.38905609893065,3.8224982579155324,4.953841156218297,3.8224982579155324
79,80,50,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,440.0,440.0,GasA,4,1,SBrkr,682,548,0,1230,2,1,3,5,7,0,0,Detchd,1,2.0,440.0,3,3,2,74,0,128,0,0,0,0,MnPrv,No_miscFeature,0,5,2009,WD,Normal,1,99,28,43,2009-5,0.0,1.5,1,63.93497119219188,1670.0,1560.0,11.182493960703473,4.63199011305389,3.844135561911765,3.456893228479239
80,81,60,RL,100.0,13000,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448.0,1,0.0,448.0,896.0,GasA,3,1,SBrkr,1182,960,0,2142,4,1,4,8,7,1,4,Attchd,3,1.0,509.0,3,3,2,0,72,0,0,252,0,0,No_fence,No_miscFeature,0,6,2009,WD,Normal,1,41,41,41,2009-6,0.0,2.5,1,91.78725413779375,3038.0,2814.0,19.085536923187668,3.8003824074571204,3.8003824074571204,3.8003824074571204
81,82,120,RM,32.0,4500,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,GasA,5,1,SBrkr,1337,0,0,1337,2,1,3,5,7,0,0,Attchd,3,2.0,405.0,3,3,2,0,199,0,0,0,0,0,No_fence,No_miscFeature,0,3,2006,WD,Normal,1,8,8,8,2006-3,1.0,2.0,1,144.94943807115413,2574.0,2264.75,19.085536923187668,2.4611501717344746,2.4611501717344746,2.4611501717344746
